OPTOM,488,Exit Exam Remediation
PACS,101,Peace is Everybody's Business
PACS,201,Roots of Conflict, Violence, and Peace
PACS,202,Conflict Resolution
PACS,203,A History of Peace Movements
PACS,301,Special Topics in Peace and Conflict Studies 1
PACS,302,Special Topics in Peace and Conflict Studies 2
PACS,311,Doing Development: Issues of Justice and Peace
PACS,312,Quest for Peace in Literature and Film
PACS,313,Community Conflict Resolution
PACS,314,Conflict Resolution in the Schools
PACS,316,Violence, Non-violence, and War
PACS,318,Peace-building, Human Rights, and Civil Society
PACS,320,Christian Approaches to Peacemaking
PACS,321,Gender in War and Peace
PACS,322,A History of Peace Movements
PACS,323,Negotiation: Theories and Strategies
PACS,324,Human Rights, Peace, and Business
PACS,325,Conflict Management for Technical Professions
PACS,326,Religion and Peace-Building
PACS,327,Cultural Approaches to Conflict Resolution
PACS,328,Fair Trade
PACS,329,Restorative Justice
PACS,330,War and Peace in Christian Theology
PACS,331,Trauma, Healing and Conflict Resolution
PACS,390,Field Studies in Peace and Conflict
PACS,390A,Field Studies in Peace and Conflict
PACS,390B,Field Studies in Peace and Conflict
PACS,391,Conflict Resolution Skills
PACS,395,Peace and Conflict Studies Travel Course
PACS,398,Directed Readings in Peace and Conflict Studies
PACS,399,Directed Readings in Peace and Conflict Studies
PACS,401,Senior Research Seminar
PACS,402,Senior Research Seminar
PACS,499A,Senior Honours Essay Seminar
PACS,499B,Senior Honours Essay Seminar
PD,1,Co-op Fundamentals
PD,2,Critical Reflection and Report Writing
PD,20,Engineering Workplace Skills I: Developing Reasoned Conclusions
PD,21,Engineering Workplace Skills II: Developing Effective Plans
PD,22,Professionalism and Ethics in Engineering Practice
PD,3,Communication
PD,4,Teamwork
PD,5,Project Management
PD,6,Problem Solving
PD,7,Conflict Resolution
PD,8,Intercultural Skills
PD,9,Ethical Decision Making
PDARCH,1,Co-op Fundamentals for Architects
PDARCH,2,Portfolio Development
PDARCH,3,Electronic Communications and Web Design
PDARCH,4,Writing, Editing and Research
PDENG,15,Professional Development - Overview
PDENG,25,Professional Development - Critical Analysis
PDENG,35,Professional Development - Responsibility
PDENG,45,Professional Development - Leadership
PDENG,55,Professional Development - Integration
PDENG,57,Integrating Professional Skills for a Global Workplace
PDPHRM,1,Co-op Fundamentals
PDPHRM,2,Communication for Pharmacy
PDPHRM,3,Drug Distribution for Pharmacy
PDPHRM,4,Patient Safety for Pharmacy
PDPHRM,5,Patient Care for Pharmacy
PDPHRM,6,Drug Information for Pharmacy
PDPHRM,7,Interprofessional Relations
PDPHRM,8,Pharmacy Practice - Management and Leadership
PHARM,110,Systems Approach to the Study of the Human Body 1
PHARM,111,Systems Approach to the Study of the Human Body 2
PHARM,120,Introduction to the Profession of Pharmacy
PHARM,120A,Introduction to the Profession of Pharmacy
PHARM,120B,Introduction to the Profession of Pharmacy
PHARM,124,Pharmaceutics 1
PHARM,125,Pharmaceutics 2
PHARM,126,Pharmaceutical Calculations
PHARM,127,Professional Communication Skills in Pharmacy Practice 1
PHARM,128,Professional Communication Skills in Pharmacy Practice 2
PHARM,129,Professional Practice 1
PHARM,130,Professional Practice 2
PHARM,131,Professional Practice Laboratory 1
PHARM,140,Computing for Pharmacists - Fundamental Concepts
PHARM,141,Introduction to Medicinal Chemistry, Toxicology and Pharmacology
PHARM,150,Introduction to Applied Pharmaceutical Sciences
PHARM,161,Preparation for Co-op
PHARM,220,Integrated Patient Focused Care 1
PHARM,221,Integrated Patient Focused Care 2
PHARM,222,Integrated Patient Focused Care 3
PHARM,223,Integrated Patient Focused Care 4
PHARM,224,Pharmacokinetic Fundamentals
PHARM,225,Pharmacokinetics II
PHARM,227,Health Systems in Society
PHARM,228,Professional Practice 3
PHARM,229,Professional Practice Laboratory 2
PHARM,230,Clinical Biochemistry / Pathophysiology / Pathology I
PHARM,231,Clinical Biochemistry / Pathophysiology / Pathology II
PHARM,232L,Medical Microbiology Laboratory 1
PHARM,233,Microbiology of Infectious Disease
PHARM,233L,Medical Microbiology Laboratory 2
PHARM,237,Applications of Analyses and Devices in Pharmacy and Medicine
PHARM,241,Pharmacology / Medicinal Chemistry II
PHARM,242,Pharmacology / Medicinal Chemistry III
PHARM,252,Institutional Pharmacy Practice
PHARM,262,Foundation and Application of Health Informatics
PHARM,290,Seminars in Pharmacy 1
PHARM,291,Seminars in Pharmacy 2
PHARM,320,Integrated Patient Focused Care 5
PHARM,321,Integrated Patient Focused Care 6
PHARM,322,Clinical Application of Pharmaceutical Sciences
PHARM,325,Pharmacology / Toxicology
PHARM,328,Professional Practice IV
PHARM,329,Professional Practice 3 Laboratory
PHARM,340,Alternative Medicines and Care
PHARM,350,Fundamentals of Business Administration and Management
PHARM,360,Fundamental Principles of Management
PHARM,361,Advanced Compounding
PHARM,362,Advanced Patient Self Care
PHARM,363,Global Infectious Disease Management
PHARM,364,The Pharmacist as Educator
PHARM,365,Biotech Pharma Business Strategy
PHARM,366,Concepts in Nutritional Sciences
PHARM,367,Pediatric Pharmacy
PHARM,368,Advanced Drug Information & Evidence-Based Medicine
PHARM,369,Global Medical Aid
PHARM,370,Personal & New Venture Financial Management
PHARM,371,Advanced Topics in Health Economics
PHARM,372,Strategic Global Health & Pharmacy Practice
PHARM,373,Healthcare Delivery in Rural and Underserved Populations
PHARM,374,Complementary and Alternate Medicine
PHARM,375,Substance Abuse & Chemical Dependency
PHARM,376,Practicing Pharmacy with Diverse Populations
PHARM,377,Drug-Induced Disease
PHARM,390,Seminars in Pharmacy 3
PHARM,391,Seminars in Pharmacy IV
PHARM,400,Independent Study 1
PHARM,401,Independent Study 2
PHARM,402,Independent Study 3
PHARM,403,Independent Study 4
PHARM,411,Integrating Patient Care
PHARM,415,Clinical Rotation: Integrated Care
PHARM,415A,Clinical Rotation: Integrated Care
PHARM,415B,Clinical Rotation: Integrated Care
PHARM,420,Integrated Patient Focused Care 7
PHARM,421,Integrated Patient Focused Care 8
PHARM,422,Integrated Patient Focused Care 9
PHARM,428,Professional Practice 4
PHARM,450,Aboriginal Issues in Health and Healing
PHARM,451,Radiopharmaceuticals in Diagnosis and Therapy
PHARM,453,Selected Topics in Nuclear Pharmacy
PHARM,454,Selected Topics in the Pharmaceutical Industry
PHARM,456,Fundamentals of Paediatric Pharmacy Practice
PHARM,457,Natural Health Products
PHARM,458,Pharmacy Practice Management in the Community
PHARM,459,Institutional Pharmacy Practice Management
PHARM,460,Leadership in Pharmacy
PHARM,461,Advanced Patient Safety
PHARM,462,Interprofessional Case Management
PHARM,463,Fundamental Pharmacotherapy Strategies in Obstetrics and Gynecology
PHARM,464,Advanced Therapeutic Concepts in Oncology
PHARM,465,Critical Care & Emergency Medicine for Pharmacists
PHARM,466,Advanced Geriatric Care
PHARM,467,Management of Oral Anticoagulation Therapy
PHARM,468,Clinical Neurology in Family Practice
PHARM,469,Pharmacoepidemiology and Pharmacy Practice
PHARM,470,Advanced Medical Writing
PHARM,471,Selected Topics in Medicinal Chemistry
PHARM,472,Community Practice in a Changing Environment
PHARM,490,Seminars in Pharmacy 2
PHARM,491,Seminars in Pharmacy 3
PHIL,100,Introduction to Philosophy
PHIL,100J,Introduction to Philosophy
PHIL,105,Introduction to Ethics and Values
PHIL,110A,Introduction to Philosophy: Knowledge and Reality
PHIL,110B,Introduction to Philosophy: Ethics and Values
PHIL,118J,The Moral Life
PHIL,120J,Philosophy of Life and Death
PHIL,130J,Philosophy of Discontent
PHIL,145,Critical Thinking
PHIL,200A,Great Works of Western Philosophy: Part 1
PHIL,200B,Great Works of Western Philosophy: Part 2
PHIL,200J,Aristotelian Logic
PHIL,201,Philosophy of Sex and Love
PHIL,202,Gender Issues
PHIL,204J,Philosophy and Culture
PHIL,208,Philosophy Through Science Fiction
PHIL,209,Philosophy in Literature
PHIL,210J,Philosophy of Human Nature
PHIL,215,Professional and Business Ethics
PHIL,216,Probability and Decision Making
PHIL,218J,Ethical Theory
PHIL,219J,Practical Ethics
PHIL,220,Moral Issues
PHIL,221,Ethics
PHIL,224,Environmental Ethics
PHIL,226,Biomedical Ethics
PHIL,227,Culture and Ethics
PHIL,230J,God and Philosophy
PHIL,236,Religious and Paranormal Experience
PHIL,237,Introduction to the Philosophy of Religion
PHIL,238,Modern Philosophical Challenges to Religious Belief
PHIL,240,Introduction to Formal Logic
PHIL,243,Creative Thinking, Problem Solving and Decision Making
PHIL,245,Critical Thinking About Science
PHIL,250A,Great Works: Ancient and Medieval
PHIL,250B,Great Works: Modern
PHIL,255,Philosophy of Mind
PHIL,256,Introduction to Cognitive Science
PHIL,258,Introduction to the Philosophy of Science
PHIL,259,Philosophy of Technology
PHIL,265,The Existentialist Experience
PHIL,271,Special Topics
PHIL,305J,Philosophy of Nature
PHIL,306J,Philosophy of Science
PHIL,311,Philosophy of Education
PHIL,312,Philosophy of Education 2
PHIL,315,Ethics and The Engineering Profession
PHIL,318J,Philosophy and the Family
PHIL,319J,Bioethics
PHIL,322,Contemporary Ethical Theory
PHIL,324,Social and Political Philosophy
PHIL,327,Philosophy of Law
PHIL,328,Human Rights
PHIL,329,Violence, Non-violence, and War
PHIL,331,Philosophy of Art
PHIL,333J,Contemporary Philosophical Problems in Art
PHIL,341,Intermediate Classical Logic
PHIL,342,Non-Standard Logics
PHIL,350,Theories of Knowledge
PHIL,350W,Special Topics in History (WLU)
PHIL,355,Theories of Reality
PHIL,359,Philosophy of Mathematics
PHIL,362,Philosophy of the Social Sciences
PHIL,363,Philosophy of Language
PHIL,371,Special Topics
PHIL,378,American Philosophy
PHIL,380,History of Ancient Philosophy
PHIL,381,History of Ancient Philosophy 2
PHIL,382,Medieval Philosophy
PHIL,383,Medieval Philosophy 2
PHIL,384,History of Modern Philosophy
PHIL,385,History of Modern Philosophy 2
PHIL,386,19th-Century Philosophy
PHIL,387,20th-Century Philosophy
PHIL,402,Studies in Feminist Philosophy/Philosophy of Sex
PHIL,403,Studies in Ancient Philosophy
PHIL,404,Studies in Medieval Philosophy
PHIL,405,Studies in Modern Philosophy
PHIL,406,Studies in Kant
PHIL,407,Studies in 19th Century Philosophy
PHIL,408,Early 20th Century Philosophy
PHIL,416,Studies in Probability and Decision Theory
PHIL,418J,Ethics and Society
PHIL,420,Studies in Ethics
PHIL,421,Studies in Ethics
PHIL,422,Studies in Political Philosophy
PHIL,423,Political Philosophy 2
PHIL,435,Studies in Philosophy of Religion
PHIL,436,Studies in Philosophy of Religion
PHIL,440A,Logical Theory
PHIL,440B,Logical Theory
PHIL,441,Studies in Logic
PHIL,442,Studies in Logic
PHIL,446,Cognitive Modelling
PHIL,447,Seminar in Cognitive Science
PHIL,450J,Being and Existence
PHIL,451J,Thomas Aquinas
PHIL,452,Studies in Epistemology
PHIL,455,Studies in Metaphysics
PHIL,456,Problems in Metaphysics
PHIL,458,Studies in the Philosophy of Science
PHIL,459,Studies in the Philosophy of Physics
PHIL,463,Studies in the Philosophy of Language
PHIL,465,Existential Philosophy
PHIL,470,Phenomenology
PHIL,471,Special Topics
PHIL,472,Special Topics
PHIL,473,Special Subjects
PHIL,474,Special Subjects
PHIL,475,Special Subjects
PHIL,476,Special Subjects
PHIL,477,Special Subjects
PHIL,478,Special Subjects
PHIL,479,Special Subjects
PHIL,480,Special Subjects
PHIL,481,Special Topics
PHIL,482,Special Topics
PHIL,483,Special Subjects
PHIL,484,Special Subjects
PHIL,498,Directed Reading in Special Areas
PHYS,1,Pre-University Physics
PHYS,10,Physics Seminar
PHYS,111,Physics 1
PHYS,111L,Physics 1 Laboratory
PHYS,112,Physics 2
PHYS,112L,Physics 2 Laboratory
PHYS,115,Mechanics
PHYS,121,Mechanics
PHYS,121L,Mechanics Laboratory
PHYS,122,Waves, Electricity and Magnetism
PHYS,122L,Waves, Electricity and Magnetism Laboratory
PHYS,124,Modern Physics
PHYS,125,Physics for Engineers
PHYS,131L,Mechanics Laboratory
PHYS,132L,Waves, Electricity, Magnetism and Measurement Laboratory
PHYS,139,Scientific Computer Programming
PHYS,175,Introduction to the Universe
PHYS,175L,Introduction to the Universe Laboratory
PHYS,191,Electricity and Magnetism
PHYS,222,Electricity and Magnetism 1
PHYS,223,Electricity and Magnetism 2
PHYS,224,Electricity and Magnetism for Life and Medical Physics
PHYS,224L,Electricity and Magnetism Laboratory
PHYS,225,Modeling Life Physics
PHYS,226,Geometrical Optics
PHYS,232L,Measurement Laboratory
PHYS,233,Introduction to Quantum Mechanics
PHYS,234,Quantum Physics 1
PHYS,236,Computational Physics 1
PHYS,239,Computational Physics 2
PHYS,241,Electricity and Magnetism
PHYS,241L,Electricity and Magnetism Laboratory
PHYS,242,Electricity and Magnetism 1
PHYS,242L,Electricity and Magnetism Laboratory
PHYS,246,Physical Optics
PHYS,252,Electricity and Magnetism
PHYS,252L,Electricity and Magnetism Laboratory
PHYS,253,Electricity and Magnetism 2
PHYS,253L,Electricity and Magnetism Laboratory 2
PHYS,256,Geometrical and Physical Optics
PHYS,256L,Optics Laboratory
PHYS,258,Thermal Physics
PHYS,260A,Intermediate Physics Laboratory 1
PHYS,260B,Intermediate Physics Laboratory 2
PHYS,260C,Intermediate Physics Laboratory 3
PHYS,260L,Intermediate Physics Laboratory
PHYS,263,Classical Mechanics and Special Relativity
PHYS,270,Astronomical Observations, Instrumentation and Data Analysis
PHYS,270L,Astronomical Observations, Instrumentation and Data Analysis Laboratory
PHYS,275,Planets
PHYS,276,Introduction to Gravitational Physics
PHYS,280,Introduction to Biophysics
PHYS,334,Quantum Physics 2
PHYS,335,Condensed Matter Physics
PHYS,339,Scientific Computation 2
PHYS,342,Electricity and Magnetism 2
PHYS,352,Analogue Electronics
PHYS,352L,Analogue Electronics Laboratory
PHYS,353,Digital Electronics
PHYS,353L,Digital Electronics Laboratory
PHYS,356,Introduction to Communication and Optical Communication Physics
PHYS,356L,Introduction to Communication and Optical communication Physics Laboratory
PHYS,358,Thermal Physics
PHYS,359,Statistical Mechanics
PHYS,360A,Modern Physics Laboratory 1
PHYS,360B,Modern Physics Laboratory 2
PHYS,363,Intermediate Classical Mechanics
PHYS,364,Mathematical Physics 1
PHYS,365,Mathematical Physics 2
PHYS,370L,Astronomy Laboratory 1
PHYS,375,Stars
PHYS,380,Molecular and Cellular Biophysics
PHYS,381,Cellular Biophysics
PHYS,383,Medical Physics
PHYS,391,Electronics
PHYS,391L,Electronics Laboratory
PHYS,392,Scientific Measurement and Control
PHYS,392L,Scientific Measurement and Control Laboratory
PHYS,393,Physical Optics
PHYS,394,Light-Matter Interactions
PHYS,395,Biophysics of Therapeutic Methods
PHYS,396,Biophysics of Imaging
PHYS,432,Physics of Solid State Devices
PHYS,434,Quantum Physics 3
PHYS,435,Current Topics in Condensed Matter Physics
PHYS,437A,Research Project
PHYS,437B,Research Project (continued)
PHYS,441A,Electromagnetic Theory
PHYS,441B,Electromagnetic Theory
PHYS,442,Electricity and Magnetism 3
PHYS,444,Introduction to Particle Physics
PHYS,445,Modern Optics
PHYS,454,Quantum Theory 2
PHYS,460A,Advanced Laboratory 1
PHYS,460B,Advanced Laboratory 2
PHYS,461,Nanophysics
PHYS,467,Introduction to Quantum Information Processing
PHYS,468,Introduction to the Implementation of Quantum Information Processing
PHYS,475,Astrophysics 3 - Galaxies and Cosmology
PHYS,476,Introduction to General Relativity
PHYS,480,Radiation Biophysics
PHYS,481,Biophysics of Organ Systems
PHYS,482,Physics of Medical Imaging
PHYS,490,Special topics in Physics
PLAN,100,The Evolution of Planning
PLAN,101,Introduction to Planning Concepts and Practice
PLAN,102,Professional Communication
PLAN,103,Planning, Administration, and Finance
PLAN,104,Perspectives on Planning
PLAN,105,Introduction to Planning Analysis
PLAN,110,Visual Approaches to Design and Communication
PLAN,130,Social Concepts, Issues, and Process for Planners
PLAN,190,An Introduction to Urban and Regional Planning Concepts
PLAN,203,Transportation Planning and Analysis
PLAN,210,Urban Planning Design and the Environment
PLAN,211,Design of Urban and Regional Environments 2
PLAN,220,Regional Planning and Economic Development
PLAN,233,People and Plans
PLAN,251,Planning Surveys and Analysis
PLAN,255,Introduction to Geographic Information Systems (GIS)
PLAN,261,Urban and Metropolitan Planning and Development
PLAN,280,Rural Planning and Development
PLAN,281,Introduction to Geographic Information Systems (GIS)
PLAN,282,Planning, Administration, and Finance
PLAN,285,Readings and Research Planning
PLAN,300,Planning Theory
PLAN,309,Site Planning and Design Studio
PLAN,310,Theory and Practice in Urban Design
PLAN,311,The Art and Architecture of the East
PLAN,312,Architecture of the Urban Environment
PLAN,313,Community Design Studio
PLAN,320,Economic Analyses for Regional Planning
PLAN,321,Regional Planning: Program Development and Implementation
PLAN,322,Canadian Regional Issues
PLAN,330,Urban Social Planning
PLAN,333,Neighbourhood and Community Planning
PLAN,340,Ecology-Based Policy-Making
PLAN,341,Conservation/Resource Management of the Built Environment
PLAN,346,Advanced Tools for Planning: Program Evaluation, Mediation and Public Participation
PLAN,349,Urban Form and Internal Spatial Structure
PLAN,350,Research Methods for Planners
PLAN,351,Multivariate Statistics
PLAN,353,Spatial Analysis
PLAN,355,Spatial Data Bases
PLAN,362,Regional Planning and Economic Development
PLAN,381,Advanced Geographic Information Systems
PLAN,387,Spatial Databases
PLAN,401,Planners and Planning Tribunals
PLAN,402,Planning Project
PLAN,403,Professional Practice, Public and Private Administration
PLAN,405,Integrated Planning Project
PLAN,408,Urban Design Seminar
PLAN,409,Urban Design Studio
PLAN,410,Site Planning and Design
PLAN,411,Landscape Planning, Design and Visualization
PLAN,414,Heritage Planning Workshop
PLAN,416,Modelling the City
PLAN,418,Spatial Demography
PLAN,431,Issues in Housing
PLAN,432,Health, Environment, and Planning
PLAN,433,Social Concepts in Planning
PLAN,440,Waste Planning
PLAN,450,Changing Form and Structure of Metropolitan Canada
PLAN,451,Tools for Sustainable Communities
PLAN,452,Policy Analysis for Planners
PLAN,453,Urban Stormwater Management
PLAN,455,Spatial Analysis Using Geographic Information Systems
PLAN,457,Geographic Information Systems Project
PLAN,471,Planning Law
PLAN,474,Special Topics in Planning
PLAN,477,Freight Planning and Policy
PLAN,478,Transit Planning and Operations
PLAN,480,Theory and Practice of Planning in the U.K.
PLAN,481,Geographic Information Systems Project
PLAN,482,International Winter City Development
PLAN,483,Land Development Planning
PLAN,484,Physical Infrastructure and Planning
PLAN,485,Projects, Problems, and Readings in Planning
PLAN,487,Management Issues in Geographic Information Systems
PLAN,490,Senior Honours Essay
PLAN,555,Management Issues in Geographic Information Systems
PMATH,330,Introduction to Mathematical Logic
PMATH,331,Applied Real Analysis
PMATH,332,Applied Complex Analysis
PMATH,334,Introduction to Rings and Fields with Applications
PMATH,336,Introduction to Group Theory with Applications
PMATH,339,Computational Discrete Mathematics
PMATH,340,Elementary Number Theory
PMATH,345,Polynomials, Rings and Finite Fields
PMATH,346,Group Theory
PMATH,347,Groups and Rings
PMATH,348,Fields and Galois Theory
PMATH,351,Real Analysis
PMATH,352,Complex Analysis
PMATH,354,Measure Theory and Fourier Analysis
PMATH,360,Geometry
PMATH,365,Elementary Differential Geometry
PMATH,367,Set Theory & General Topology
PMATH,370,Chaos and Fractals
PMATH,399,Readings in Pure Mathematics
PMATH,432,First Order Logic and Computability
PMATH,433,Model Theory and Set Theory
PMATH,434,Techniques in Computational Number Theory
PMATH,440,Analytic Number Theory
PMATH,441,Algebraic Number Theory
PMATH,442,Fields and Galois Theory
PMATH,444,Rings, Modules, and Representations
PMATH,445,Representations of Finite Groups
PMATH,446,Introduction to Commutative Algebra
PMATH,450,Lebesgue Integration and Fourier Analysis
PMATH,451,Measure and Integration
PMATH,452,Topics in Complex Analysis
PMATH,453,Functional Analysis
PMATH,464,Introduction to Algebraic Geometry
PMATH,465,Differential Geometry
PMATH,467,Topology
PMATH,499,Readings in Pure Mathematics
POLSH,101,Elementary Polish I
POLSH,102,Elementary Polish II
POLSH,201,Intermediate Polish I
POLSH,202,Intermediate Polish II
PORT,101,Introduction to Portuguese 1
PORT,102,Introduction to Portuguese 2
PSCI,100,Politics I: Canadian Politics and Policy in Comparative Perspective
PSCI,101,Introduction to Political Ideas
PSCI,101A,Introduction to Politics 1
PSCI,110,Introduction to Politics in the Contemporary World
PSCI,150,Politics II: The Global Politics of Who Gets What
PSCI,190,Special Studies
PSCI,200,Political Science Nuts and Bolts
PSCI,214,Quantitative Analysis
PSCI,218W,Introductory Methods in Political Science ll (WLU)
PSCI,225,Classics in Political Thought 1
PSCI,226,Classics in Political Thought 2
PSCI,231,Government and Business
PSCI,244,Irrational and Rational Choices in Politics
PSCI,250,The Comparative Politics of State and Nation
PSCI,252,Global South: Introduction to International Development
PSCI,253,Politics in Russia
PSCI,254,The Political Documentary
PSCI,255,Comparative Political Economy of Advanced Industrial Democracies
PSCI,257,Introduction to the Modern Middle East
PSCI,259,Government and Politics of Asia
PSCI,260,Canadian Government & Politics
PSCI,260A,Canadian Government and Politics 1
PSCI,260B,Canadian Government and Politics 2
PSCI,264,American Government and Politics
PSCI,281,World Politics
PSCI,282,Foreign Policy
PSCI,283,International Political Economy
PSCI,291,The Canadian Legal Process
PSCI,292,Issues in Canadian Criminal Law
PSCI,300,Foundations of Political Economy
PSCI,314,Quantitative Analysis
PSCI,315,Research Design in Political Science
PSCI,319W,African Politics (WLU)
PSCI,321,Marxist Theory
PSCI,322,Marxism after Marx
PSCI,323,Issues and Concepts in Contemporary Political Philosophy
PSCI,324,Contemporary Political Philosophy
PSCI,331,Public Administration
PSCI,332,Public Administration 2
PSCI,333,Administrative Law
PSCI,334,Public Policy
PSCI,335,Interest Groups and Canadian Public Policy
PSCI,342,Politics in Quebec
PSCI,343,Municipal Government and Politics in Canada
PSCI,345,Politics in Ontario
PSCI,350,Political Economy of Development
PSCI,350A,Political Economy of Development
PSCI,350B,The Politics of the Developing Areas
PSCI,350W,Theories of Justice (WLU)
PSCI,351,Power Sharing in Divided Societies
PSCI,352,Culture and Political Violence
PSCI,353,Politics in Russia
PSCI,355,Politics Among the Soviet Successor States
PSCI,355A,Politics in the Soviet Successor States 1
PSCI,355B,Politics in the Soviet Successor States 2
PSCI,356,Business and Politics of Japan
PSCI,357,International Organizations
PSCI,358,Political Change in Greater China
PSCI,359,Government and Politics of Asia
PSCI,360,Topics in Canadian Government and Politics
PSCI,361,The Politics of Britain and Ireland
PSCI,362,Cultural Politics and Indigenous Practices
PSCI,363,Canadian Constitutional Law
PSCI,364,The Politics of Ethnicity in Canada
PSCI,367,Topics in American Government and Politics
PSCI,368,Russian Politics through Literature
PSCI,369,The Politics of Decolonization
PSCI,370,Women and Politics
PSCI,373,Political Parties, Elections, and Political Marketing
PSCI,375,Transnational Migration
PSCI,380A,World Politics 2
PSCI,381,Foreign Policies of South Asian States
PSCI,382,Politics of Canadian Foreign Policy
PSCI,383,Transatlantic Relations
PSCI,384,Foreign Policies of Select Middle East States
PSCI,387,Globalization
PSCI,389,Global Governance
PSCI,390,Special Studies
PSCI,391,Special Studies
PSCI,392,Special Studies
PSCI,393,Special Studies
PSCI,394,Special Studies
PSCI,395,Special Studies
PSCI,396,Special Studies
PSCI,397,Special Studies
PSCI,398,Special Studies
PSCI,401,Projects in Political Science
PSCI,402,Politics of International Trade
PSCI,403,Topics in Politics and Business
PSCI,404,Globalization, International Business, and Development
PSCI,405,Chinese Political Economy
PSCI,421,Justice and Gender
PSCI,423,Democratic Theory and Practice
PSCI,426,Selected Subjects in Political Philosophy
PSCI,427,Special Topics in Political Philosophy
PSCI,428,The State and Economic Life
PSCI,429,Genetics and Justice
PSCI,431,Canadian Public Policy
PSCI,432,Global Environmental Governance
PSCI,433,Topics in Canadian Public Administration
PSCI,434,Comparative Public Administration
PSCI,435,Comparative Public Policy
PSCI,437,Government and the Arts in Canada
PSCI,438,Comparative Public Policy
PSCI,439,Global Social Policy
PSCI,443,Politics in Western Canada
PSCI,451,Comparative Political Systems: Eastern Europe
PSCI,452,Comparative Political Parties
PSCI,453,Democracy and Development
PSCI,454,Topics in Politics in Global South
PSCI,455,Comparative Political Economy
PSCI,456,Ethnic Conflict and Conflict Resolution
PSCI,457,Ethnic Conflict and Conflict Resolution II
PSCI,458,Cultural Explanations of Politics
PSCI,459,Organized Crime and Politics
PSCI,460,The Cultural Politics of Israel/Palestine
PSCI,461,Canadian National Politics
PSCI,462,Government and Politics of Indigenous Peoples
PSCI,463,Rights and Public Policy
PSCI,472,Women and Public Policy
PSCI,473,Voting Behaviour
PSCI,479,International Political Economy of Asia
PSCI,480,China and Global Governance
PSCI,481,Interstate War
PSCI,482,Critical Security Studies
PSCI,483,Power Politics and World Order Studies
PSCI,484,Contemporary Strategies: Theories and Policies
PSCI,485,Selected Topics in International Political Economy
PSCI,486,Special Topics in International Diplomacy
PSCI,487,International Relations Theory
PSCI,488,Global Food and Agricultural Politics
PSCI,489,Global Food Systems
PSCI,490,Special Subjects
PSCI,491,Special Subjects
PSCI,492,Special Subjects
PSCI,493,Special Subjects
PSCI,494,Special Subjects
PSCI,495,Special Subjects
PSCI,496,Special Subjects
PSCI,497,Special Subjects
